    0.122272830009460454E+01    0.348790377378463745E+00    0.403547245806455612E+04    0.437355532210318855E-04    0.112629771232604980E+00    0.695318745283340134-309
    0.162140448093414324E+01    0.673997983336448669E+00    0.478102858436107635E+04    0.265943582954384944E-03    0.203164696693420410E+00    0.695318745283340134-309
    0.802971887588501021E+00    0.357080787420272827E+00    0.485778491270542145E+04    0.550985728340288957E-04    0.295082747936248779E+00    0.695318745283340134-309
    0.836567735671997159E+00    0.388268396258354187E+00    0.438230643510818481E+04   -0.327924335136084465E-03    0.118086814880371094E+00    0.695318745283340134-309
    0.103772397041320796E+01    0.449918046593666077E+00    0.409509856241941452E+04   -0.444566804726556522E-03    0.690846502780914307E+00    0.695318745283340134-309
    0.129728097915649410E+01    0.913002692162990570E+00    0.426215699708461761E+04   -0.493515172670548142E-03    0.795409977436065674E+00    0.695318745283340134-309
    0.147193205356597900E+01    0.604171045124530792E+00    0.496889260429143906E+04    0.301286526572949823E-04    0.277487039566040039E+00    0.695318745283340134-309
    0.867287397384643555E+00    0.132650792598724365E+00    0.444135962426662445E+04    0.416658710177000141E-03    0.784593880176544189E+00    0.695318745283340134-309
    0.118260452747344980E+01    0.690386928617954254E+00    0.417321593695878983E+04    0.498915806727717672E-03    0.906812906265258789E+00    0.695318745283340134-309
    0.134991042613983159E+01    0.730933688580989838E+00    0.476530560940504074E+04   -0.103901689722981752E-03    0.684762358665466309E+00    0.695318745283340134-309
    0.132677862644195566E+01    0.151566758751869202E+00    0.419933753138780594E+04    0.710257926808179085E-03    0.810975790023803711E+00    0.695318745283340134-309
    0.191348824501037607E+01    0.450695037841796875E+00    0.423696512299776077E+04    0.330345135674135130E-03    0.960716247558593750E+00    0.695318745283340134-309
    0.102482919692993169E+01    0.930737160146236420E+00    0.444302918618917465E+04   -0.605318601090180255E-04    0.379011392593383789E+00    0.695318745283340134-309
    0.105655794143676762E+01    0.905646882951259613E+00    0.487857499766349792E+04   -0.869995488885379995E-04    0.734870076179504395E+00    0.695318745283340134-309
    0.103833844661712638E+01    0.764741569757461548E+00    0.498054317164421082E+04   -0.131046710076301539E-02    0.967150926589965820E+00    0.695318745283340134-309
    0.115333611965179439E+01    0.636840090155601501E+00    0.410799124091863632E+04    0.363493374701744930E-04    0.115406513214111328E-02    0.695318745283340134-309
    0.151573653221130389E+01    0.529994145035743713E+00    0.407390040206909180E+04    0.439841017952082874E-04    0.795847833156585693E+00    0.695318745283340134-309
    0.180500462055206290E+01    0.733105070888996124E+00    0.413780667775869370E+04    0.390186420966192400E-03    0.484950184822082520E+00    0.695318745283340134-309
    0.943081545829772994E+00    0.166953459382057190E+00    0.460181820702552795E+04    0.147403321776164793E-03    0.274709284305572510E+00    0.695318745283340134-309
    0.103661067485809322E+01    0.164255633950233459E+00    0.418201027464866638E+04    0.565750273942334148E-05    0.987900555133819580E+00    0.695318745283340134-309
    0.159607291221618652E+01    0.671248942613601685E+00    0.491047910088300705E+04    0.175493966335955003E-03    0.160302400588989258E+00    0.695318745283340134-309
    0.102005064487457275E+01    0.904636554419994354E+00    0.443468823248147964E+04   -0.284009591748735296E-03    0.367868602275848389E+00    0.695318745283340134-309
    0.126766831874847408E+01    0.838250063359737396E+00    0.405378010922670364E+04    0.378482800062853234E-03    0.213897705078125000E+00    0.695318745283340134-309
    0.100885124206542964E+01    0.804628841578960419E+00    0.474468751823902130E+04   -0.671361807542675834E-03    0.388142228126525879E+00    0.695318745283340134-309
    0.161071698665618901E+01    0.975884586572647095E+00    0.451543976497650146E+04    0.394908976456279895E-03    0.528644382953643799E+00    0.695318745283340134-309
    0.150757324695587158E+01    0.859162643551826477E+00    0.393402056354284286E+04    0.772021840145499516E-03    0.295792818069458008E-01    0.695318745283340134-309
    0.149014918804168706E+01    0.287191629409790039E+00    0.490175779348611832E+04    0.116551529173064691E-03    0.315450727939605713E+00    0.695318745283340134-309
    0.127569577693939218E+01    0.742511682212352753E+00    0.414185076749324799E+04    0.256114694352646280E-05    0.244342625141143799E+00    0.695318745283340134-309
    0.109485716819763179E+01    0.649154968559741974E+00    0.456590399551391602E+04    0.348331988293008258E-03    0.155595004558563232E+00    0.695318745283340134-309
    0.161645634174346942E+01    0.450175374746322632E+00    0.416263280421495438E+04    0.229942406002401039E-03    0.754595577716827393E+00    0.695318745283340134-309
    0.181985425949096680E+01    0.219366259872913361E+00    0.421574728918075562E+04    0.647638953787611684E-03    0.326902151107788086E+00    0.695318745283340134-309
